Date,CSP,Volume
2016-06-05,CSP en croissance,64
2016-06-05,Populaire,645
2016-06-05,Populaire,224
2016-06-05,Populaire,92
2016-06-05,Populaire,32
2016-06-05,CSP en croissance,38
2016-06-05,CSP+,235
2016-06-05,CSP+,318
2016-06-05,CSP+,40
2016-06-05,CSP+,48
2016-06-05,Populaire,92
2016-06-05,Populaire,403
2016-06-05,Populaire,30
2016-06-05,Populaire,80
2016-06-05,Populaire,184
2016-06-05,Populaire,170
2016-06-05,Populaire,56
2016-06-05,CSP en croissance,2397
2016-06-05,CSP en croissance,395
2016-06-05,CSP en croissance,276
2016-06-05,CSP en croissance,56
2016-06-05,Populaire,624
2016-06-05,Populaire,69
2016-06-05,Populaire,102
2016-06-05,Populaire,#
2016-06-05,CSP+,2622
2016-06-05,CSP+,100
2016-06-05,CSP+,481
2016-06-05,CSP+,40
2016-06-05,CSP+,131
2016-06-05,CSP+,24
2016-06-06,CUMUL,13834
2016-06-06,CUMUL,3751
2016-06-06,CUMUL,2426
2016-06-06,CUMUL,754
2016-06-06,NR,430
2016-06-06,NR,51
2016-06-06,NR,82
2016-06-06,NR,#
2016-06-06,CSP+,1374
2016-06-06,CSP+,488
2016-06-06,CSP+,215
2016-06-06,CSP+,92
2016-06-06,CSP en croissance,1764
2016-06-06,CSP en croissance,576
2016-06-06,CSP en croissance,317
2016-06-06,CSP en croissance,77
2016-06-06,Populaire,1477
2016-06-06,Populaire,269
2016-06-06,Populaire,256
2016-06-06,Populaire,28
2016-06-06,CSP en croissance,51
2016-06-06,CSP+,615
2016-06-06,CSP+,372
2016-06-06,CSP+,71
2016-06-06,CSP+,92
2016-06-06,Populaire,379
2016-06-06,Populaire,861
2016-06-06,Populaire,92
2016-06-06,Populaire,240
2016-06-06,Populaire,543
2016-06-06,Populaire,291
2016-06-06,Populaire,61
2016-06-06,Populaire,99
2016-06-06,CSP en croissance,3272
2016-06-06,CSP en croissance,437
2016-06-06,CSP en croissance,430
2016-06-06,CSP en croissance,56
2016-06-06,Populaire,995
2016-06-06,Populaire,145
2016-06-06,Populaire,297
2016-06-06,Populaire,#
2016-06-06,CSP+,2985
2016-06-06,CSP+,116
2016-06-06,CSP+,605
2016-06-06,CSP+,35
2016-06-06,CSP+,94
2016-06-06,CSP+,#
2016-06-07,CUMUL,13721
2016-06-07,CUMUL,3725
2016-06-07,CUMUL,2180
2016-06-07,CUMUL,676
2016-06-07,NR,441
2016-06-07,NR,58
2016-06-07,NR,102
2016-06-07,NR,#
2016-06-07,CSP+,1415
2016-06-07,CSP+,521
2016-06-07,CSP+,256
2016-06-07,CSP+,92
2016-06-07,CSP en croissance,1815
2016-06-07,CSP en croissance,492
2016-06-07,CSP en croissance,235
2016-06-07,CSP en croissance,49
2016-06-07,Populaire,1261
2016-06-07,Populaire,286
2016-06-07,Populaire,143
2016-06-07,Populaire,56
2016-06-07,CSP en croissance,58
2016-06-07,CSP en croissance,#
2016-06-07,CSP+,574
2016-06-07,CSP+,396
2016-06-07,CSP+,92
2016-06-07,CSP+,56
2016-06-07,Populaire,359
2016-06-07,Populaire,829
2016-06-07,Populaire,51
2016-06-07,Populaire,227
2016-06-07,Populaire,625
2016-06-07,Populaire,249
2016-06-07,Populaire,41
2016-06-07,Populaire,70
2016-06-07,CSP en croissance,3159
2016-06-07,CSP en croissance,499
2016-06-07,CSP en croissance,369
2016-06-07,CSP en croissance,63
2016-06-07,Populaire,1015
2016-06-07,Populaire,139
2016-06-07,Populaire,297
2016-06-07,Populaire,21
2016-06-07,CSP+,3057
2016-06-07,CSP+,110
2016-06-07,CSP+,594
2016-06-07,CSP+,#
2016-06-07,CSP+,88
2016-06-07,CSP+,#
